"","state","account.length","area.code","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.day.charge","total.eve.minutes","total.eve.calls","total.eve.charge","total.night.minutes","total.night.calls","total.night.charge","total.intl.minutes","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"2515","46",0.21078431372549,0,"1","1",0,0.586025280898876,0.666666666666667,0.585914911193722,0.515555555555556,0.433962264150943,0.515468409586057,0.367657992565056,0.346153846153846,0.367768595041322,0.525179856115108,0.444444444444444,0.525333333333333,0,"1"
"2517","20",0.617647058823529,1,"1","2",0.38,0.323033707865168,0.647619047619048,0.32300702189178,0.351111111111111,0.5,0.35119825708061,0.74089219330855,0.144230769230769,0.741322314049587,0.633093525179856,0.222222222222222,0.632,0.666666666666667,"1"
"2518","15",0.735294117647059,0.0686274509803922,"2","1",0,0.565308988764045,0.219047619047619,0.565262288310615,0.531481481481481,0.547169811320755,0.531590413943355,0.803717472118959,0.75,0.804132231404959,0.647482014388489,0.333333333333333,0.648,0,"1"
"2519","19",0.254901960784314,0.0686274509803922,"1","1",0,0.377106741573034,0.657142857142857,0.377116893845518,0.621111111111111,0.320754716981132,0.620915032679739,0.531598513011152,0.451923076923077,0.531404958677686,0.323741007194245,0.444444444444444,0.322666666666667,0.666666666666667,"1"
"2520","25",0.0686274509803922,0.0686274509803922,"1","1",0,0.342345505617977,0.514285714285714,0.342213961173069,0.32037037037037,0.292452830188679,0.320261437908497,0.591449814126394,0.336538461538462,0.591735537190083,0.359712230215827,0.444444444444444,0.36,0.666666666666667,"1"
"2521","8",0.598039215686274,0,"1","2",0.56,0.305477528089888,0.552380952380952,0.30545229244114,0.682962962962963,0.283018867924528,0.682788671023965,0.560223048327138,0.769230769230769,0.560330578512397,0.316546762589928,0.777777777777778,0.317333333333333,0.333333333333333,"1"
"2522","39",0.666666666666667,0.0686274509803922,"1","1",0,0.625702247191011,0.276190476190476,0.625567947129285,0.294074074074074,0.660377358490566,0.294117647058823,0.450557620817844,0.778846153846154,0.450413223140496,0.625899280575539,0.333333333333333,0.626666666666667,0.333333333333333,"1"
"2523","43",0.514705882352941,0.0686274509803922,"1","1",0,0.286165730337079,0.904761904761905,0.28603882693102,0.601481481481482,0.858490566037736,0.601307189542484,0.491449814126394,0.125,0.491735537190083,0.359712230215827,0.888888888888889,0.36,0.666666666666667,"1"
"2524","32",0.426470588235294,1,"1","1",0,0.374297752808989,0.657142857142857,0.374225526641884,0.334814814814815,0.245283018867925,0.334640522875817,0.553903345724907,0.403846153846154,0.553719008264463,0.316546762589928,1,0.317333333333333,1,"1"
"2525","46",0.514705882352941,0.0686274509803922,"1","1",0,0.693469101123595,0.704761904761905,0.693308550185873,0.572592592592593,0.367924528301887,0.572549019607843,0.634200743494424,0.413461538461538,0.633884297520661,0.60431654676259,0.333333333333333,0.605333333333333,0.333333333333333,"1"
"2526","43",0.46078431372549,1,"1","1",0,0.478581460674157,0.0952380952380952,0.47852127220157,0.796666666666667,0.660377358490566,0.796514161220044,0.488847583643123,0.442307692307692,0.488429752066116,0.453237410071942,0.111111111111111,0.453333333333333,0,"1"
"2527","32",0.274509803921569,1,"2","1",0,0.271418539325843,0.171428571428571,0.271375464684015,0.208518518518519,0.452830188679245,0.208714596949891,0.666542750929368,0.259615384615385,0.666942148760331,0.215827338129496,0,0.216,0,"2"
"2528","48",0.897058823529412,0,"1","1",0,0.400280898876404,0.438095238095238,0.400247831474597,0.416666666666667,0.273584905660377,0.416557734204793,0.607434944237918,0.605769230769231,0.607438016528926,0.697841726618705,0.777777777777778,0.698666666666667,0.666666666666667,"1"
"2529","3",0.529411764705882,1,"1","1",0,0.405196629213483,0.523809523809524,0.405204460966543,0.622592592592593,0.273584905660377,0.622657952069717,0.979553903345725,0.25,0.979338842975207,0.467625899280576,0.888888888888889,0.466666666666667,1,"1"
"2530","49",0.617647058823529,0.0686274509803922,"1","1",0,0.635182584269663,0.438095238095238,0.635068153655514,0.310740740740741,0.773584905660377,0.310675381263617,0.51635687732342,0.798076923076923,0.516528925619835,0.41726618705036,0.444444444444444,0.416,0.666666666666667,"1"
"2531","48",0.397058823529412,1,"1","1",0,0.798806179775281,0.714285714285714,0.798636926889715,0.417407407407407,0.509433962264151,0.417429193899782,0.405204460966543,0.403846153846154,0.40495867768595,0.525179856115108,0.888888888888889,0.525333333333333,0.666666666666667,"1"
"2532","40",0.877450980392157,0.0686274509803922,"1","1",0,0.370786516853933,0.828571428571429,0.370714580751755,0.424074074074074,0.613207547169811,0.4239651416122,0.440520446096654,0.375,0.440495867768595,0.482014388489209,0.333333333333333,0.482666666666667,0.333333333333333,"1"
"2533","22",0.848039215686274,0.0686274509803922,"1","1",0,0.535814606741573,0.485714285714286,0.535729037587774,0.691481481481481,0.207547169811321,0.691503267973856,0.575836431226766,0.471153846153846,0.57603305785124,0.273381294964029,0.888888888888889,0.272,0.666666666666667,"1"
"2534","6",0.446078431372549,0.0686274509803922,"1","1",0,0.516151685393258,0.123809523809524,0.516109045848823,0.725925925925926,0.235849056603774,0.725925925925926,0.646096654275093,0.692307692307692,0.646280991735537,0.640287769784173,0.555555555555556,0.64,0.666666666666667,"2"
"2536","40",0.607843137254902,0,"1","1",0,0.26439606741573,0.580952380952381,0.264353572903759,0.382222222222222,0.556603773584906,0.382135076252723,0.337918215613383,0.125,0.33801652892562,0.41726618705036,0.444444444444444,0.416,0.666666666666667,"2"
"2537","7",0.57843137254902,0,"1","1",0,0.90063202247191,0.504761904761905,0.900454357703428,0.616666666666667,0.0471698113207547,0.616557734204793,0.480669144981413,0.153846153846154,0.48099173553719,0.402877697841727,0,0.402666666666667,0,"2"
"2538","28",0.593137254901961,0.0686274509803922,"1","1",0,0.624648876404494,0.371428571428571,0.62453531598513,0.377037037037037,0.10377358490566,0.376906318082789,0.525278810408922,0.182692307692308,0.525619834710744,0.215827338129496,0.777777777777778,0.216,1,"1"
"2539","51",0.161764705882353,0,"1","1",0,0.319873595505618,0.314285714285714,0.319909128459314,0.528518518518518,0.424528301886792,0.528540305010893,0.507063197026022,0.528846153846154,0.506611570247934,0.762589928057554,0.666666666666667,0.762666666666667,0.333333333333333,"1"
"2540","38",0.67156862745098,0.0686274509803922,"2","2",0.56,0.609199438202247,0.666666666666667,0.6090458488228,0.912962962962963,0.471698113207547,0.912854030501089,0.417472118959108,0.673076923076923,0.417355371900826,0.525179856115108,0.111111111111111,0.525333333333333,1,"2"
"2541","10",0.436274509803922,0.0686274509803922,"1","2",0.48,0.117626404494382,0.333333333333333,0.117513424204874,0.428148148148148,0.518867924528302,0.428322440087146,0.450557620817844,0.605769230769231,0.450413223140496,0.683453237410072,0,0.682666666666667,0.333333333333333,"1"
"2542","18",0.352941176470588,0,"1","1",0,0.200842696629213,0.704761904761905,0.200743494423792,0.693333333333333,0.330188679245283,0.693246187363834,0.406691449814126,0.365384615384615,0.406611570247934,0.776978417266187,0.111111111111111,0.776,0.666666666666667,"1"
"2543","41",0.0882352941176471,1,"1","1",0,0.778441011235955,0.657142857142857,0.778397356464271,0.754444444444444,0.575471698113208,0.754248366013072,0.407434944237918,0.788461538461538,0.407438016528926,0.438848920863309,0.222222222222222,0.44,0.333333333333333,"2"
"2544","48",0.583333333333333,0,"1","2",0.56,0.625351123595506,0.723809523809524,0.625361420900454,0.811851851851852,0.264150943396226,0.811764705882353,0.469888475836431,0.288461538461538,0.469421487603306,0.251798561151079,0.222222222222222,0.250666666666667,0.333333333333333,"1"
"2545","27",0.779411764705882,0.0686274509803922,"1","1",0,0.20997191011236,0.628571428571429,0.21003717472119,0.748518518518519,0.19811320754717,0.748583877995643,0.704832713754647,0.134615384615385,0.70495867768595,0.705035971223022,0.333333333333333,0.704,1,"1"
"2546","39",0.686274509803922,1,"1","1",0,0.382022471910112,0.704761904761905,0.382073523337464,0.384814814814815,0.726415094339623,0.384749455337691,0.643494423791822,0.615384615384615,0.643801652892562,0.345323741007194,0.444444444444444,0.344,0,"1"
"2547","20",0.436274509803922,0,"1","1",0,0.422050561797753,0.238095238095238,0.421933085501859,0.622222222222222,0.424528301886792,0.622222222222222,0.536431226765799,0.365384615384615,0.536363636363636,0.633093525179856,0.444444444444444,0.632,0.666666666666667,"1"
"2548","47",0.348039215686274,0.0686274509803922,"1","1",0,0.358848314606742,0.666666666666667,0.358736059479554,0.583703703703704,0.452830188679245,0.583877995642702,0.65092936802974,0.432692307692308,0.651239669421487,0.669064748201439,0.333333333333333,0.669333333333333,0.666666666666667,"1"
"2549","24",0.568627450980392,0,"1","2",0.42,0.405547752808989,0.619047619047619,0.405410987195374,0.730740740740741,0.584905660377358,0.730718954248366,0.257620817843866,0.355769230769231,0.257851239669421,0.611510791366906,0.666666666666667,0.610666666666667,0.333333333333333,"1"
"2550","15",0.382352941176471,0,"2","1",0,0.231039325842697,0.828571428571429,0.231102850061958,0.938148148148148,0.594339622641509,0.938126361655773,0.647583643122677,0.730769230769231,0.647933884297521,0.359712230215827,0.333333333333333,0.36,0.666666666666667,"1"
"2551","3",0.42156862745098,0,"1","1",0,0.52001404494382,0.685714285714286,0.520033044196613,0.467777777777778,0.330188679245283,0.46797385620915,0.499256505576208,0.461538461538462,0.499173553719008,0.230215827338129,0.333333333333333,0.229333333333333,0.333333333333333,"1"
"2553","27",0.235294117647059,0,"1","1",0,0.698384831460674,0.419047619047619,0.698265179677819,0.573703703703704,0.924528301886792,0.573856209150327,0.301486988847584,0.634615384615385,0.301652892561983,0.39568345323741,0.111111111111111,0.394666666666667,0.333333333333333,"1"
"2555","6",0.519607843137255,0.0686274509803922,"1","1",0,0.455056179775281,0.504761904761905,0.454977282114829,0.362592592592593,0.292452830188679,0.362527233115468,0.446840148698885,0.5,0.447107438016529,0.237410071942446,0.444444444444444,0.237333333333333,0.666666666666667,"1"
"2556","28",0.926470588235294,0,"1","1",0,0.507373595505618,0.514285714285714,0.507228418009087,0.541851851851852,0.443396226415094,0.542047930283225,0.621933085501859,0.721153846153846,0.622314049586777,0.424460431654676,0.333333333333333,0.424,0.666666666666667,"1"
"2557","48",0.573529411764706,1,"1","1",0,0.26439606741573,0.314285714285714,0.264353572903759,0.311481481481481,0.367924528301887,0.311546840958606,0.515241635687732,0.644230769230769,0.514876033057851,0.532374100719424,0.333333333333333,0.533333333333333,0.666666666666667,"1"
"2558","43",0.583333333333333,0.0686274509803922,"1","1",0,0.519662921348315,0.819047619047619,0.519619991738951,0.626296296296296,0.952830188679245,0.626143790849673,0.708921933085502,0.288461538461538,0.709090909090909,0.971223021582734,0.555555555555556,0.970666666666667,0,"1"
"2559","3",0.455882352941176,0,"1","1",0,0.345856741573034,0.638095238095238,0.345724907063197,0.367037037037037,0.660377358490566,0.366884531590414,0.268401486988848,0.221153846153846,0.268595041322314,0.446043165467626,0.444444444444444,0.445333333333333,0,"1"
"2560","8",0.558823529411765,1,"1","2",0.58,0.649227528089887,0.323809523809524,0.649111937216026,0.46037037037037,0.575471698113208,0.460566448801743,0.503717472118959,0.375,0.503305785123967,0.58273381294964,0.111111111111111,0.584,0.333333333333333,"1"
"2561","24",0.294117647058824,0.0686274509803922,"1","1",0,0.560393258426966,0.19047619047619,0.56030565881867,0.735185185185185,0.547169811320755,0.735076252723312,0.538289962825279,0.653846153846154,0.53801652892562,0.402877697841727,0.555555555555556,0.402666666666667,0.333333333333333,"1"
"2562","13",0.696078431372549,1,"1","2",0.66,0.364115168539326,0.79047619047619,0.364105741429161,0.445925925925926,0.622641509433962,0.445751633986928,0.536431226765799,0.605769230769231,0.536363636363636,0.309352517985612,0.555555555555556,0.309333333333333,0.333333333333333,"1"
"2564","29",0.504901960784314,0.0686274509803922,"1","1",0,0.283707865168539,0.428571428571429,0.283767038413879,0.414074074074074,0.575471698113208,0.413943355119826,0.706319702602231,0.480769230769231,0.706611570247934,0.625899280575539,0.333333333333333,0.626666666666667,0.333333333333333,"1"
"2565","27",0.0735294117647059,1,"1","1",0,0.405547752808989,0.171428571428571,0.405410987195374,0.606296296296296,0.39622641509434,0.606100217864924,0.306691449814126,0.442307692307692,0.306611570247934,0.525179856115108,0.777777777777778,0.525333333333333,0.333333333333333,"1"
"2566","15",0.892156862745098,1,"1","1",0,0.247893258426966,0.380952380952381,0.247831474597274,0.435555555555556,0.641509433962264,0.435729847494553,0.412267657992565,0.586538461538462,0.412396694214876,0.726618705035971,0.111111111111111,0.728,0,"1"
"2567","8",0.715686274509804,0,"1","1",0,0.459620786516854,0.428571428571429,0.459520859149112,0.450740740740741,0.556603773584906,0.450544662309368,0.560594795539033,0.451923076923077,0.560330578512397,0.79136690647482,0.777777777777778,0.792,0.666666666666667,"1"
"2568","18",0.279411764705882,0.0686274509803922,"1","1",0,0.73560393258427,0.657142857142857,0.73543990086741,0.88037037037037,0.518867924528302,0.880174291938998,0.147583643122677,0.442307692307692,0.147107438016529,0.424460431654676,0.111111111111111,0.424,0.666666666666667,"2"
"2569","26",0.495098039215686,1,"2","1",0,0.654845505617977,0.323809523809524,0.654688145394465,0.656666666666667,0.39622641509434,0.656644880174292,0.305204460966543,0.173076923076923,0.30495867768595,0.618705035971223,0.777777777777778,0.618666666666667,1,"1"
"2570","43",0.598039215686274,0.0686274509803922,"1","1",0,0.453651685393258,0.485714285714286,0.453531598513011,0.577037037037037,0.273584905660377,0.576906318082789,0.662453531598513,0.634615384615385,0.662809917355372,0.676258992805755,0.333333333333333,0.677333333333333,1,"1"
"2571","13",0.308823529411765,0.0686274509803922,"1","2",0.86,0.283356741573034,0.504761904761905,0.283353985956216,0.289259259259259,0.566037735849057,0.289324618736383,0.343494423791822,0.413461538461538,0.34297520661157,0.366906474820144,0.555555555555556,0.368,0.333333333333333,"1"
"2572","1",0.5,1,"1","1",0,0.537921348314607,0.142857142857143,0.537794299876084,0.594814814814815,0.0471698113207547,0.594771241830065,0.611152416356877,0.461538461538462,0.610743801652892,0.316546762589928,0.222222222222222,0.317333333333333,0.666666666666667,"1"
"2573","24",0.740196078431373,0.0686274509803922,"1","1",0,0.983497191011236,0.123809523809524,0.983477901693515,0.321851851851852,0.490566037735849,0.322004357298475,0.214498141263941,0.144230769230769,0.214049586776859,0.503597122302158,0.666666666666667,0.504,0.333333333333333,"2"
"2574","50",0.602941176470588,0.0686274509803922,"1","1",0,0.96313202247191,0.619047619047619,0.96303180503924,0.422222222222222,0.575471698113208,0.422222222222222,0.382527881040892,0.442307692307692,0.382644628099173,0.676258992805755,0.333333333333333,0.677333333333333,0.333333333333333,"2"
"2575","38",0.470588235294118,0.0686274509803922,"1","1",0,0.380266853932584,0.704761904761905,0.380214787277984,0.507407407407407,0.877358490566038,0.507625272331155,0.320074349442379,0.692307692307692,0.319834710743802,0.712230215827338,0.111111111111111,0.712,0.333333333333333,"1"
"2576","26",0.637254901960784,0.0686274509803922,"1","1",0,0.329705056179775,0.457142857142857,0.329615861214374,0.41962962962963,0.575471698113208,0.419607843137255,0.689591078066915,0.778846153846154,0.689256198347107,0.870503597122302,0.222222222222222,0.872,0.333333333333333,"2"
"2578","24",0.764705882352941,1,"1","1",0,0.517556179775281,0.428571428571429,0.51755472945064,0.544444444444444,0.349056603773585,0.544662309368192,0.484758364312268,0.355769230769231,0.484297520661157,0.366906474820144,0.444444444444444,0.368,0.666666666666667,"1"
"2579","11",0.946078431372549,1,"1","1",0,0.546348314606742,0.561904761904762,0.546261875258158,0.381481481481481,0.962264150943396,0.381699346405229,0.592936802973978,0.711538461538462,0.592561983471074,0.60431654676259,0.333333333333333,0.605333333333333,0,"1"
"2580","8",0.318627450980392,0.0686274509803922,"1","1",0,0.381671348314607,0.571428571428571,0.381660470879802,0.483333333333333,0.481132075471698,0.48322440087146,0.611152416356877,0.557692307692308,0.610743801652892,0.316546762589928,0.111111111111111,0.317333333333333,0.333333333333333,"1"
"2581","11",0.754901960784314,1,"1","1",0,0.117626404494382,0.40952380952381,0.117513424204874,0.882962962962963,0.669811320754717,0.882788671023965,0.437174721189591,0.528846153846154,0.437190082644628,0.37410071942446,0.333333333333333,0.373333333333333,0,"1"
"2583","37",0.563725490196078,1,"1","1",0,0.587429775280899,0.40952380952381,0.587360594795539,0.277407407407407,0.622641509433962,0.277559912854031,0.76914498141264,0.461538461538462,0.769421487603306,0.294964028776978,0.333333333333333,0.296,0.666666666666667,"1"
"2584","37",0.303921568627451,0.0686274509803922,"1","1",0,0.319522471910112,0.295238095238095,0.319496076001652,0.647407407407407,0.80188679245283,0.647494553376906,0.639405204460966,0.701923076923077,0.639669421487603,0.676258992805755,0.555555555555556,0.677333333333333,0.333333333333333,"1"
"2585","11",0.308823529411765,1,"1","1",0,0.629213483146067,0.295238095238095,0.629078893019413,0.537037037037037,0.632075471698113,0.537254901960784,0.424163568773234,0.653846153846154,0.42396694214876,0.575539568345324,0.444444444444444,0.576,1,"1"
"2586","32",0.465686274509804,1,"1","1",0,0.394311797752809,0.714285714285714,0.394258570838496,0.564814814814815,0.641509433962264,0.564705882352941,0.545353159851301,0.394230769230769,0.545454545454545,0.460431654676259,0,0.461333333333333,1,"1"
"2587","24",0.254901960784314,0.0686274509803922,"1","1",0,0.443820224719101,0.561904761904762,0.443824865757951,0.518518518518518,0.0754716981132075,0.518518518518519,0.479553903345725,0.730769230769231,0.479338842975207,0.575539568345324,0.111111111111111,0.576,0.333333333333333,"1"
"2588","22",0.509803921568627,1,"1","1",0,0.612008426966292,0.628571428571429,0.611937216026435,0.594814814814815,0.754716981132076,0.594771241830065,0.47546468401487,0.634615384615385,0.475206611570248,0.39568345323741,0.666666666666667,0.394666666666667,1,"1"
"2589","23",0.254901960784314,1,"1","2",0.74,0.455056179775281,0.495238095238095,0.454977282114829,0.476666666666667,0.481132075471698,0.476688453159041,0.635687732342007,0.615384615384615,0.635537190082645,0.618705035971223,0.888888888888889,0.618666666666667,0.666666666666667,"1"
"2590","27",0.490196078431373,0.0686274509803922,"1","1",0,0.409761235955056,0.79047619047619,0.409748038000826,0.56,0.5,0.559912854030501,0.444981412639405,0.0384615384615385,0.444628099173554,0.755395683453237,0.333333333333333,0.754666666666667,0.333333333333333,"1"
"2591","30",0.627450980392157,1,"1","2",0.6,0.490168539325843,0.457142857142857,0.490086741016109,0.54,0.509433962264151,0.539869281045752,0.648698884758364,0.576923076923077,0.648760330578512,0.424460431654676,0.666666666666667,0.424,1,"1"
"2592","29",0.593137254901961,0,"1","1",0,0.679424157303371,0.895238095238095,0.679264766625361,0.747407407407407,0.830188679245283,0.747276688453159,0.64907063197026,0.5,0.648760330578512,0.388489208633094,0.444444444444444,0.389333333333333,0.333333333333333,"2"
"2594","47",0.450980392156863,0,"1","1",0,0.392907303370786,0.695238095238095,0.392812887236679,0.498888888888889,0.349056603773585,0.498910675381264,0.429368029739777,0.567307692307692,0.428925619834711,0.784172661870504,0.888888888888889,0.784,0,"1"
"2596","2",0.117647058823529,0,"1","1",0,0.797752808988764,0.314285714285714,0.79760429574556,0.797037037037037,0.169811320754717,0.796949891067538,0.373234200743494,0.307692307692308,0.372727272727273,0.359712230215827,0.333333333333333,0.36,0.333333333333333,"2"
"2597","8",0.352941176470588,0,"1","1",0,0.295997191011236,0.428571428571429,0.295952085914911,0.267777777777778,0.622641509433962,0.26797385620915,0.589219330855019,0.769230769230769,0.589256198347107,0.172661870503597,0.444444444444444,0.173333333333333,0.333333333333333,"1"
"2598","29",0.583333333333333,0.0686274509803922,"1","1",0,0.489817415730337,0.39047619047619,0.489673688558447,0.757037037037037,0.481132075471698,0.756862745098039,0.61635687732342,0.403846153846154,0.616528925619835,0.762589928057554,0.111111111111111,0.762666666666667,0.666666666666667,"1"
"2599","43",0.955882352941177,0.0686274509803922,"1","1",0,0.334971910112359,0.314285714285714,0.334985543163982,0.52037037037037,0.679245283018868,0.520261437908497,0.579553903345725,0.461538461538462,0.579338842975207,0.496402877697842,0.777777777777778,0.496,0.333333333333333,"1"
"2600","9",0.470588235294118,1,"1","1",0,0.658005617977528,0.40952380952381,0.657992565055762,0.790740740740741,0.745283018867924,0.790849673202614,0.624907063197026,0.528846153846154,0.624793388429752,0.388489208633094,0.333333333333333,0.389333333333333,0,"2"
"2601","35",0.720588235294118,0,"1","1",0,0.59936797752809,0.695238095238095,0.599339116067741,0.401481481481481,0.481132075471698,0.401307189542484,0.910780669144981,0.548076923076923,0.910743801652892,0.561151079136691,0.333333333333333,0.56,0.333333333333333,"1"
"2602","2",0.411764705882353,0,"1","2",0.6,0.475421348314607,0.571428571428571,0.475423378769104,0.671111111111111,0.5,0.671023965141612,0.345724907063197,0.538461538461538,0.345454545454545,0.58273381294964,0.444444444444444,0.584,0.333333333333333,"1"
"2603","37",0.416666666666667,1,"2","1",0,0.437851123595506,0.8,0.43783560512185,0.374074074074074,0.509433962264151,0.374291938997821,0.234944237918216,0.673076923076923,0.234710743801653,0.575539568345324,0.111111111111111,0.576,0.666666666666667,"2"
"2604","26",0.377450980392157,0.0686274509803922,"1","2",0.26,0.85498595505618,0.438095238095238,0.854812061131764,0.415555555555556,0.5,0.415686274509804,0.663568773234201,0.778846153846154,0.663636363636364,0.215827338129496,0.444444444444444,0.216,0.666666666666667,"1"
"2605","21",0.514705882352941,0.0686274509803922,"1","1",0,0.599016853932584,0.4,0.598926063610078,0.382962962962963,0.179245283018868,0.383006535947712,0.134944237918216,0.403846153846154,0.134710743801653,0.899280575539568,0.333333333333333,0.898666666666667,1,"1"
"2606","30",0.715686274509804,0.0686274509803922,"1","2",0.76,0.722261235955056,0.752380952380952,0.722222222222222,0.76962962962963,0.575471698113208,0.769498910675381,0.807434944237918,0.413461538461538,0.807438016528925,0.76978417266187,0.777777777777778,0.770666666666667,0.666666666666667,"1"
"2607","3",0.705882352941177,0.0686274509803922,"1","1",0,0.654845505617977,0.4,0.654688145394465,0.921851851851852,0.688679245283019,0.922004357298475,0.435687732342007,0.701923076923077,0.435537190082645,0.913669064748202,0.222222222222222,0.914666666666667,0.333333333333333,"2"
"2608","15",0.441176470588235,0.0686274509803922,"1","1",0,0.532303370786517,0.504761904761905,0.532218091697646,0.641851851851852,0.556603773584906,0.641830065359477,0.0892193308550186,0.394230769230769,0.0892561983471074,0.467625899280576,0.222222222222222,0.466666666666667,1,"1"
"2611","19",0.333333333333333,0.0686274509803922,"1","2",0.74,0.41186797752809,0.485714285714286,0.411813300289137,0.282962962962963,0.537735849056604,0.282788671023965,0.28996282527881,0.663461538461538,0.290082644628099,0.179856115107914,0.333333333333333,0.178666666666667,0.333333333333333,"1"
"2612","14",0.656862745098039,1,"1","1",0,0.409761235955056,0.79047619047619,0.409748038000826,0.51037037037037,0.39622641509434,0.510239651416122,0.345724907063197,0.105769230769231,0.345454545454545,0.60431654676259,0.222222222222222,0.605333333333333,0,"1"
"2613","18",0.352941176470588,1,"1","1",0,0.691713483146067,0.523809523809524,0.691656340355225,0.48037037037037,0.584905660377358,0.480174291938998,0.697769516728625,0.221153846153846,0.697520661157025,0.359712230215827,0.777777777777778,0.36,0.666666666666667,"1"
"2614","23",0.230392156862745,0.0686274509803922,"1","1",0,0.710323033707865,0.39047619047619,0.710243700950021,0.277777777777778,0.650943396226415,0.277995642701525,0.234944237918216,0.855769230769231,0.234710743801653,0.266187050359712,0.888888888888889,0.266666666666667,0.333333333333333,"1"
"2615","31",0.607843137254902,0.0686274509803922,"2","1",0,0.915379213483146,0.295238095238095,0.915324246179265,0.757407407407407,0.886792452830189,0.757298474945534,0.154646840148699,0.346153846153846,0.154545454545455,0.633093525179856,0.111111111111111,0.632,0,"2"
"2616","50",0.485294117647059,0.0686274509803922,"1","1",0,0.450491573033708,0.523809523809524,0.450433705080545,0.63,0.462264150943396,0.630065359477124,0.255018587360595,0.432692307692308,0.254545454545455,0.539568345323741,0.333333333333333,0.538666666666667,0.333333333333333,"1"
"2617","38",0.803921568627451,0.0686274509803922,"1","2",0.66,0.259480337078652,0.885714285714286,0.259396943411813,0.545555555555556,0.594339622641509,0.545533769063181,0.750557620817844,0.644230769230769,0.750413223140496,0.906474820143885,0.222222222222222,0.906666666666667,0,"1"
"2618","42",0.308823529411765,0.0686274509803922,"1","1",0,0.480337078651685,0.485714285714286,0.480380008261049,0.422962962962963,0.518867924528302,0.423093681917211,0.421189591078067,0.394230769230769,0.421487603305785,0.525179856115108,0.111111111111111,0.525333333333333,0.666666666666667,"1"
"2619","21",0.563725490196078,1,"2","2",0.54,0.483848314606742,0.857142857142857,0.483890954151177,0.535555555555556,0.113207547169811,0.535511982570806,0.851672862453532,0.701923076923077,0.852066115702479,0.251798561151079,0.444444444444444,0.250666666666667,0.333333333333333,"1"
"2620","29",0.715686274509804,0,"2","2",0.7,0.42064606741573,0.59047619047619,0.420693928128872,0.457777777777778,0.179245283018868,0.457952069716776,0.599628252788104,0.269230769230769,0.6,0.553956834532374,0.111111111111111,0.554666666666667,1,"2"
"2621","43",0.558823529411765,0.0686274509803922,"1","1",0,0.591643258426966,0.628571428571429,0.59149111937216,0.408888888888889,0.509433962264151,0.408714596949891,0.860223048327138,0.682692307692308,0.860330578512397,0.546762589928057,0.666666666666667,0.546666666666667,0.333333333333333,"1"
"2624","45",0.651960784313726,0.0686274509803922,"1","1",0,0.776334269662921,0.361904761904762,0.77633209417596,0.235185185185185,0.622641509433962,0.235294117647059,0.47546468401487,0.557692307692308,0.475206611570248,0.539568345323741,0.666666666666667,0.538666666666667,0.666666666666667,"1"
"2625","23",0.509803921568627,0.0686274509803922,"1","1",0,0.664325842696629,0.561904761904762,0.664188351920694,0.43037037037037,0.273584905660377,0.430501089324619,0.513754646840149,0.567307692307692,0.514049586776859,0.589928057553957,0.111111111111111,0.589333333333333,0,"2"
"2626","3",0.426470588235294,0,"1","1",0,0.404494382022472,0.685714285714286,0.404378356051218,0.38962962962963,0.556603773584906,0.389542483660131,0.711152416356877,0.557692307692308,0.711570247933884,0.618705035971223,0.444444444444444,0.618666666666667,0.666666666666667,"1"
"2627","44",0.436274509803922,0,"1","2",0.54,0.417837078651685,0.0380952380952381,0.417802560925237,0.631481481481482,0.660377358490566,0.631372549019608,0.213754646840149,0.605769230769231,0.213223140495868,0.661870503597122,0.555555555555556,0.661333333333333,0.666666666666667,"1"
"2628","1",0.416666666666667,0,"1","1",0,0.397120786516854,0.361904761904762,0.397149938042131,0.851481481481481,0.377358490566038,0.851416122004357,0.674721189591078,0.538461538461538,0.674380165289256,0.654676258992806,0,0.656,0.333333333333333,"1"
"2630","31",0.686274509803922,0.0686274509803922,"1","2",0.64,0.999648876404494,0.428571428571429,0.999586947542338,0.804444444444444,0.556603773584906,0.804357298474946,0.53457249070632,0.605769230769231,0.534710743801653,0.237410071942446,0.222222222222222,0.237333333333333,0.333333333333333,"2"
"2631","33",0.720588235294118,0,"1","1",0,0.406952247191011,0.961904761904762,0.406856670797191,0.726296296296296,0.367924528301887,0.726361655773421,0.594052044609665,0.490384615384615,0.594214876033058,0.460431654676259,0.222222222222222,0.461333333333333,0.666666666666667,"1"
"2632","24",0.794117647058823,0,"1","2",0.44,0.622893258426966,0.419047619047619,0.622883106154482,0.27,0.509433962264151,0.270152505446623,0.299256505576208,0.586538461538462,0.299173553719008,0.647482014388489,0.111111111111111,0.648,0.666666666666667,"1"
"2633","13",0.431372549019608,0.0686274509803922,"1","2",0.7,0.47998595505618,0.580952380952381,0.479966955803387,0.484074074074074,0.490566037735849,0.484095860566449,0.229368029739777,0.25,0.228925619834711,0.60431654676259,0.222222222222222,0.605333333333333,0.333333333333333,"1"
"2634","40",0.303921568627451,0.0686274509803922,"1","1",0,0.501404494382023,0.752380952380952,0.501445683601817,0.607407407407407,0.471698113207547,0.607407407407408,0.620074349442379,0.240384615384615,0.619834710743802,0.517985611510791,0.222222222222222,0.517333333333333,0,"1"
